Update,Timesteps,Policy Loss,Value Loss,Total Loss
204,52480,-0.0039724720525555314,0.0009465447466936894,-0.01155149843543768
205,52736,-0.00625245317351073,0.000671718279045308,-0.020821787416934967
206,52992,-0.007057940820232034,0.0006066418340196833,-0.012850264087319374
207,53248,-0.0028935759793967007,0.0004983795333828311,-0.004244307056069374
208,53504,-0.007121125655248761,0.00028291918861214074,-0.009279754012823105
209,53760,-0.006192760192789137,0.00027777256545959974,-0.022294502705335617
210,54016,-0.003039478126447648,0.0005440695880679413,-0.0023706392385065556
211,54272,-0.0019837249186821283,0.0004915157020150218,-0.00681596715003252
212,54528,-0.005687198089435697,0.00038286119051917923,-0.013731048442423344
213,54784,-0.003361349494662136,0.00065535073299543,-0.0019228460732847452
214,55040,-0.006704055098816752,0.00048402737811557015,-0.024572087451815605
215,55296,-0.006625380273908377,0.0011486994815641082,-0.011340474709868431
216,55552,-0.0034294267068617048,0.0006463382713263854,-0.008017419837415218
217,55808,-0.004805621481500566,0.0004970402682374697,-0.009799621999263763
218,56064,-0.004122387722600251,0.0005632912027067505,-0.012014021165668964
219,56320,-0.0021151305991224945,0.0002489842980139656,-0.00883085373789072
220,56576,-0.0016650836099870504,0.0002562233217759058,-0.0008219765732064843
221,56832,-0.00612867409363389,0.0004683189730712911,-0.02012936770915985
222,57088,-0.0020474502467550336,0.00032387590217695104,-0.0064882878214120865
223,57344,-0.005379263835493475,0.00032844332199601924,-0.010806238278746605
224,57600,-0.006037624133750796,0.0005840200406964869,-0.011714505031704903
225,57856,-0.003412864822894335,0.0003928746133169625,-0.01447923295199871
226,58112,-0.0038123598322272302,0.00121153437794419,-0.005750440061092377
227,58368,-0.005194271239452064,0.0009529909300908912,-0.004167919512838125
228,58624,-0.004532620334066451,0.0006156785755592864,-0.00969563890248537
229,58880,-0.006785551575012505,0.000422663424978964,-0.011865237727761269
230,59136,-0.004346093325875699,0.00046030928351683544,-0.006369031500071287
231,59392,-0.0037582759163342417,0.0002452383367199218,-0.01434799563139677
232,59648,-0.003812775597907603,0.0003652297018561512,-0.008784656412899494
233,59904,-0.005229630437679589,0.00039284492449951356,-0.004942684900015593
234,60160,-0.003097901027649641,0.0004782940173754469,0.0022690249606966972
235,60416,-0.0033706307876855135,0.0006365229630318936,-0.0065490733832120895
236,60672,-0.0046953393146395685,0.0007126054380933056,-0.009614930488169193
237,60928,-0.004103197436779738,0.0006967017798160668,-0.0063745793886482716
238,61184,-0.005372094199992716,0.00061920519292471,-0.014762111008167267
239,61440,-0.005462921201251447,0.0004169083396845963,-0.0045130071230232716
240,61696,-0.004335061088204384,0.0004349101902334951,-0.018465334549546242
241,61952,-0.00309076679404825,0.00045999734138604256,-0.009108245372772217
242,62208,-0.002791072614490986,0.0003126508905552328,-0.005800008308142424
243,62464,-0.0033095015678554773,0.00039259037876036016,-0.008005820214748383
244,62720,-0.0024796543642878533,0.0003096983266004827,-0.006272242870181799
245,62976,-0.002249668468721211,0.0003808403525908943,-0.005980839021503925
246,63232,-0.0032845579786226153,0.0006879098582430743,-0.00608522305265069
247,63488,-0.003400636441074312,0.0008139865123666823,-0.0033042465802282095
248,63744,-0.005925107176881284,0.0006720481753291097,-0.017697889357805252
249,64000,-0.005631494708359242,0.0006282495625782758,-0.010265790857374668
250,64256,-0.004016047390177846,0.0002741534466622397,-0.015712330117821693
251,64512,-0.0045519514009356495,0.0004808884645171929,-0.004165552090853453
252,64768,-0.003795472520869225,0.00021328656366677025,-0.018678350374102592
253,65024,-0.005816513136960566,0.00028621201890928206,-0.006412838585674763
254,65280,-0.0037959984270855784,0.0004727768166048918,-0.011947214603424072
255,65536,-0.003972649318166077,0.00025744021331775,-0.008085481822490692
256,65792,-0.005252593162003905,0.0003542788399499841,-0.014904772862792015
257,66048,-0.005675011896528304,0.0005619124531222042,-0.014270223677158356
258,66304,-0.004491647426038981,0.0008487889557727612,-0.015011895447969437
259,66560,-0.009014951530843973,0.0007166641466028522,-0.01893037185072899
260,66816,-0.00483787760604173,0.0003889634444931289,-0.008660874329507351
